Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Title,Subtitle,Translation,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Variant,Begin date,Begin date,Date:creation,Date:creation,End date,End date,File name 2,File use 2,Identifier:filename,Identifier:filename,Note:local attribution,Note:note,Note:note,Note:note,Note:note,Note:publication,Note:publication,Note:series,Note:series,Subject:topic
http://library.ucsd.edu/ark:/20775/bb1332285f,Object,20775-bb1332285f-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,2011-01-27,,"January 27, 2011",,2011-01-27,,,,01_27_11.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 43, Issue 28",,
http://library.ucsd.edu/ark:/20775/bb7543816m,Object,20775-bb7543816m-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Daily Guardian,The Guardian,Guardian,,,,,,,,,,,,,1998-04-16,,"April 16, 1998",,1998-04-16,,20775-bb7543816m-0-2.tgz,document-source,VOLUME94_ISSUE6_THURSDAYAPRIL16_1998.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 94, Issue 6",,
http://library.ucsd.edu/ark:/20775/bb3277695k,Object,20775-bb3277695k-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,2011-09-29,,"September 29, 2011",,2011-09-29,,,,09_29_11.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 45, Issue 3",,
http://library.ucsd.edu/ark:/20775/bb10591246,Object,20775-bb10591246-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,Triton Times,The Guardian,Guardian,,,,,,,,,,,,,1995-11-16,,"November 16, 1995",,1995-11-16,,20775-bb10591246-0-2.tgz,document-source,VOLUME86_ISSUE17_THURSDAYNOVEMBER16_1995.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 86, Issue 17",,
http://library.ucsd.edu/ark:/20775/bb0717823k,Object,20775-bb0717823k-0-1.pdf,document-service,text,,Triton Times,,,,Guardian,UCSD Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,1976-10-25,,"October 25, 1976",,1976-10-25,,20775-bb0717823k-0-2.tgz,document-source,VOLUME29_ISSUE14_MONDAYOCTOBER25_1976.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 29, Issue 14",,
http://library.ucsd.edu/ark:/20775/bb0205874k,Object,20775-bb0205874k-0-1.pdf,document-service,text,,Daily Guardian,,,,The Guardian,Triton Times,Guardian,UCSD Guardian,,,,,,,,,,,,,1980-03-10,,"March 10, 1980",,1980-03-10,,20775-bb0205874k-0-2.tgz,document-source,VOLUME39_ISSUE45_MONDAYMARCH10_1980.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 39, Issue 45",,
http://library.ucsd.edu/ark:/20775/bb02400000,Object,20775-bb02400000-0-1.pdf,document-service,text,,Triton Times,,,,The Guardian,UCSD Guardian,Guardian,Daily Guardian,,,,,,,,,,,,,1977-10-28,,"October 28, 1977",,1977-10-28,,20775-bb02400000-0-2.tgz,document-source,VOLUME32_ISSUE16_FRIDAYOCTOBER28_1977.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 32, Issue 16",,
http://library.ucsd.edu/ark:/20775/bb12640258,Object,20775-bb12640258-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,2008-03-10,,"March 10, 2008",,2008-03-10,,,,03_10_08.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,,,
http://library.ucsd.edu/ark:/20775/bb7031876k,Object,20775-bb7031876k-0-1.pdf,document-service,text,,Triton Times,,,,UCSD Guardian,Daily Guardian,The Guardian,Guardian,,,,,,,,,,,,,1973-01-23,,"January 23, 1973",,1973-01-23,,20775-bb7031876k-0-2.tgz,document-source,VOLUME18_ISSUE5_TUESDAYJANUARY23_1973.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 18, Issue 5",,
http://library.ucsd.edu/ark:/20775/bb7646213z,Object,20775-bb7646213z-0-1.pdf,document-service,text,,Daily Guardian,,,,Guardian,UCSD Guardian,Triton Times,The Guardian,,,,,,,,,,,,,1980-10-09,,"October 9, 1980",,1980-10-09,,20775-bb7646213z-0-2.tgz,document-source,VOLUME41_ISSUE15_THURSDAYOCTOBER9_1980.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 41, Issue 15",,
http://library.ucsd.edu/ark:/20775/bb8124029n,Object,20775-bb8124029n-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,Triton Times,The Guardian,Daily Guardian,,,,,,,,,,,,,2004-09-21,,"September 21, 2004",,2004-09-21,,20775-bb8124029n-0-2.tgz,document-source,VOLUME113_ISSUE1_TUESDAYSEPTEMBER21_2004.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 113, Issue 1",,
http://library.ucsd.edu/ark:/20775/bb6281015v,Object,20775-bb6281015v-0-1.pdf,document-service,text,,Triton Times,,,,UCSD Guardian,The Guardian,Guardian,Daily Guardian,,,,,,,,,,,,,1974-10-18,,"October 18, 1974",,1974-10-18,,20775-bb6281015v-0-2.tgz,document-source,VOLUME23_ISSUE12_FRIDAYOCTOBER18_1974.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 23, Issue 12",,
http://library.ucsd.edu/ark:/20775/bb4028433w,Object,20775-bb4028433w-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,Guardian,The Guardian,Triton Times,,,,,,,,,,,,,1995-10-26,,"October 26, 1995",,1995-10-26,,20775-bb4028433w-0-2.tgz,document-source,VOLUME86_ISSUE11_THURSDAYOCTOBER26_1995.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 86, Issue 11",,
http://library.ucsd.edu/ark:/20775/bb78168644,Object,20775-bb78168644-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,Triton Times,Daily Guardian,The Guardian,,,,,,,,,,,,,1992-11-05,,"November 5, 1992",,1992-11-05,,20775-bb78168644-0-2.tgz,document-source,VOLUME77_ISSUE13_THURSDAYNOVEMBER5_1992.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 77, Issue 13",,
http://library.ucsd.edu/ark:/20775/bb83970700,Object,20775-bb83970700-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,The Guardian,Triton Times,Daily Guardian,,,,,,,,,,,,,2004-02-17,,"February 17, 2004",,2004-02-17,,20775-bb83970700-0-2.tgz,document-source,VOLUME111_ISSUE13_TUESDAYFEBRUARY17_2004.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 111, Issue 13",,
http://library.ucsd.edu/ark:/20775/bb68953536,Object,20775-bb68953536-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,Daily Guardian,Triton Times,The Guardian,,,,,,,,,,,,,1992-05-14,,"May 14, 1992",,1992-05-14,,20775-bb68953536-0-2.tgz,document-source,VOLUME76_ISSUE14_THURSDAYMAY14_1992.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 76, Issue 14",,
http://library.ucsd.edu/ark:/20775/bb0274127t,Object,20775-bb0274127t-0-1.pdf,document-service,text,,Triton Times,,,,Guardian,UCSD Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,1969-02-20,,"February 20, 1969",,1969-02-20,,20775-bb0274127t-0-2.tgz,document-source,VOLUME9_ISSUE7_FEBRUARY20_1969.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 9, Issue 7",,
http://library.ucsd.edu/ark:/20775/bb4028434d,Object,20775-bb4028434d-0-1.pdf,document-service,text,,UCSD Guardian,,,,Daily Guardian,Guardian,The Guardian,Triton Times,,,,,,,,,,,,,1995-03-09,,"March 9, 1995",,1995-03-09,,20775-bb4028434d-0-2.tgz,document-source,VOLUME84_ISSUE18_THURSDAYMARCH9_1995.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 84, Issue 18",,
http://library.ucsd.edu/ark:/20775/bb8021764j,Object,20775-bb8021764j-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,2008-10-23,,"October 23, 2008",,2008-10-23,,,,10_23_08.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,,,
http://library.ucsd.edu/ark:/20775/bb6315140h,Object,20775-bb6315140h-0-1.pdf,document-service,text,,UCSD Guardian,,,,Guardian,Daily Guardian,The Guardian,Triton Times,,,,,,,,,,,,,1996-05-23,,"May 23, 1996",,1996-05-23,,20775-bb6315140h-0-2.tgz,document-source,VOLUME88_ISSUE16_THURSDAYMAY23_1996.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 88, Issue 16",,
http://library.ucsd.edu/ark:/20775/bb5086585j,Object,20775-bb5086585j-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,2008-10-27,,"October 27, 2008",,2008-10-27,,,,10_27_08.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,,,
http://library.ucsd.edu/ark:/20775/bb7646214g,Object,20775-bb7646214g-0-1.pdf,document-service,text,,Daily Guardian,,,,Triton Times,UCSD Guardian,Guardian,The Guardian,,,,,,,,,,,,,1980-04-03,,"April 3, 1980",,1980-04-03,,20775-bb7646214g-0-2.tgz,document-source,VOLUME40_ISSUE4_THURSDAYAPRIL3_1980.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 40, Issue 4",,
http://library.ucsd.edu/ark:/20775/bb2936395d,Object,20775-bb2936395d-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,2010-11-08,,"November 8, 2010",,2010-11-08,,,,11_08_10.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 43, Issue 14",,
http://library.ucsd.edu/ark:/20775/bb8294680k,Object,20775-bb8294680k-0-1.pdf,document-service,text,,Triton Times,,,,Guardian,UCSD Guardian,The Guardian,Daily Guardian,,,,,,,,,,,,,1968-02-09,,"February 9, 1968",,1968-02-09,,20775-bb8294680k-0-2.tgz,document-source,VOLUME3_ISSUE3_FEBRUARY9_1968.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 3, Issue 3",,
http://library.ucsd.edu/ark:/20775/bb7782858c,Object,20775-bb7782858c-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,2010-05-27,,"May 27, 2010",,2010-05-27,,,,05_27_10.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 42, Issue 58",,
http://library.ucsd.edu/ark:/20775/bb75438195,Object,20775-bb75438195-0-1.pdf,document-service,text,,Triton Times,,,,Guardian,The Guardian,Daily Guardian,UCSD Guardian,,,,,,,,,,,,,1972-09-29,,"September 29, 1972",,1972-09-29,,20775-bb75438195-0-2.tgz,document-source,VOLUME17_ISSUE2_SEPTEMBER29_1972.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 17, Issue 2",,
http://library.ucsd.edu/ark:/20775/bb81922898,Object,20775-bb81922898-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,The Guardian,Guardian,Daily Guardian,,,,,,,,,,,,,1990-04-09,,"April 9, 1990",,1990-04-09,,20775-bb81922898-0-2.tgz,document-source,VOLUME70_ISSUE3_MONDAYAPRIL9_1990.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 70, Issue 3",,
http://library.ucsd.edu/ark:/20775/bb0274128b,Object,20775-bb0274128b-0-1.pdf,document-service,text,,UCSD Guardian,,,,The Guardian,Triton Times,Guardian,Daily Guardian,,,,,,,,,,,,,2003-03-31,,"March 31, 2003",,2003-03-31,,20775-bb0274128b-0-2.tgz,document-source,VOLUME109_ISSUE1_MONDAYMARCH31_2003.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 109, Issue 1",,
http://library.ucsd.edu/ark:/20775/bb48134205,Object,20775-bb48134205-0-1.pdf,document-service,text,,Triton Times,,,,The Guardian,UCSD Guardian,Guardian,Daily Guardian,,,,,,,,,,,,,1975-04-30,,"April 30, 1975",,1975-04-30,,20775-bb48134205-0-2.tgz,document-source,VOLUME25_ISSUE14_WEDNESDAYAPRIL30_1975.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 25, Issue 14",,
http://library.ucsd.edu/ark:/20775/bb02058711,Object,20775-bb02058711-0-1.pdf,document-service,text,,Triton Times,,,,UCSD Guardian,The Guardian,Guardian,Daily Guardian,,,,,,,,,,,,,1974-10-21,,"October 21, 1974",,1974-10-21,,20775-bb02058711-0-2.tgz,document-source,VOLUME23_ISSUE13_MONDAYOCTOBER21_1974.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",PDF file includes photographs,,,"La Jolla, CA",,"Volume 23, Issue 13",,
http://library.ucsd.edu/ark:/20775/bb9045545x,Object,20775-bb9045545x-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,The Guardian,Daily Guardian,Guardian,,,,,,,,,,,,,2005-05-12,,"May 12, 2005",,2005-05-12,,20775-bb9045545x-0-2.tgz,document-source,VOLUME115_ISSUE14_THURSDAYMAY12_2005.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 115, Issue 14",,
http://library.ucsd.edu/ark:/20775/bb1912368s,Object,20775-bb1912368s-0-1.pdf,document-service,text,,Triton Times,,,,The Guardian,Daily Guardian,UCSD Guardian,Guardian,,,,,,,,,,,,,1974-10-04,,"October 4, 1974",,1974-10-04,,20775-bb1912368s-0-2.tgz,document-source,VOLUME23_ISSUE6_FRIDAYOCTOBER4_1974.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 23, Issue 6",,
http://library.ucsd.edu/ark:/20775/bb2936396x,Object,20775-bb2936396x-0-1.pdf,document-service,text,,UCSD Guardian,,,,Triton Times,Guardian,Daily Guardian,The Guardian,,,,,,,,,,,,,2011-02-24,,"February 24, 2011",,2011-02-24,,,,02_24_11.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 43, Issue 36",,
http://library.ucsd.edu/ark:/20775/bb23219324,Object,20775-bb23219324-0-1.pdf,document-service,text,,Triton Times,,,,The Guardian,UCSD Guardian,Guardian,Daily Guardian,,,,,,,,,,,,,1978-03-13,,"March 13, 1978",,1978-03-13,,20775-bb23219324-0-2.tgz,document-source,VOLUME33_ISSUE27_MONDAYMARCH13_1978.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"The UCSD student newspaper has been published under the five following titles during its existence: Triton Times (May 26, 1967 - June 9, 1978); Guardian (September 19, 1978 - June 1, 1979); Daily Guardian (June 4, 1979 - November 26, 1980); The Guardian (January 5, 1981 - June 4, 1981); UCSD Guardian (September 15, 1981 -)",,,"La Jolla, CA",,"Volume 33, Issue 27",,
