Begin date,Object Unique ID
1996-03-18,http://library.ucsd.edu/ark:/20775/bb91822325
1977-10-07,http://library.ucsd.edu/ark:/20775/bb6520085k
1973-12-06,http://library.ucsd.edu/ark:/20775/bb12982181
1972-04-28,http://library.ucsd.edu/ark:/20775/bb5120757m
1981-02-05,http://library.ucsd.edu/ark:/20775/bb18784035
1974-06-03,http://library.ucsd.edu/ark:/20775/bb99672348
1999-09-27,http://library.ucsd.edu/ark:/20775/bb1298214z
1984-04-23,http://library.ucsd.edu/ark:/20775/bb9591807b
1981-09-11,http://library.ucsd.edu/ark:/20775/bb9557655s
1971-07-23,http://library.ucsd.edu/ark:/20775/bb6827272c
1985-01-24,http://library.ucsd.edu/ark:/20775/bb2765792p
1998-07-24,http://library.ucsd.edu/ark:/20775/bb6110528q
1971-05-14,http://library.ucsd.edu/ark:/20775/bb3584923p
1983-10-10,http://library.ucsd.edu/ark:/20775/bb2834058h
1994-08-23,http://library.ucsd.edu/ark:/20775/bb6349440n
1975-04-18,http://library.ucsd.edu/ark:/20775/bb6622489m
1976-01-12,http://library.ucsd.edu/ark:/20775/bb9967231q
1999-03-02,http://library.ucsd.edu/ark:/20775/bb5939885b
1987-01-13,http://library.ucsd.edu/ark:/20775/bb7475743p
1963-09-18,http://library.ucsd.edu/ark:/20775/bb1298215g
1980-04-04,http://library.ucsd.edu/ark:/20775/bb0001278m
1968-06-25,http://library.ucsd.edu/ark:/20775/bb89091871
1988-06-24,http://library.ucsd.edu/ark:/20775/bb12982160
1985-04-18,http://library.ucsd.edu/ark:/20775/bb9796567n
1972-01-21,http://library.ucsd.edu/ark:/20775/bb63494499
1982-09-17,http://library.ucsd.edu/ark:/20775/bb05132043
1979-03-29,http://library.ucsd.edu/ark:/20775/bb89433272
1993-01-25,http://library.ucsd.edu/ark:/20775/bb3038839v
1996-08-08,http://library.ucsd.edu/ark:/20775/bb00012794
1997-06-10,http://library.ucsd.edu/ark:/20775/bb23562415
1990-04-04,http://library.ucsd.edu/ark:/20775/bb7066165n
1999-01-08,http://library.ucsd.edu/ark:/20775/bb5189019k
1971-02-24,http://library.ucsd.edu/ark:/20775/bb09227763
1977-11-07,http://library.ucsd.edu/ark:/20775/bb1298213f
1965-10-19,http://library.ucsd.edu/ark:/20775/bb8090088p
1963-08-22,http://library.ucsd.edu/ark:/20775/bb97965685
1962-09-05,http://library.ucsd.edu/ark:/20775/bb1844288x
1998-04-06,http://library.ucsd.edu/ark:/20775/bb1844289f
1984-03-02,http://library.ucsd.edu/ark:/20775/bb53937953
1992-04-22,http://library.ucsd.edu/ark:/20775/bb1776020m
1985-12-12,http://library.ucsd.edu/ark:/20775/bb8909186h
