Object Unique ID,Begin date,Date:creation,End date,Title,he_counts,she_counts,word_counts
http://library.ucsd.edu/ark:/20775/bb9728137k,1969-01-31,"January 31, 1969",1969-01-31,Triton Times,35,6,13542
http://library.ucsd.edu/ark:/20775/bb4403863p,2005-10-10,"October 10, 2005",2005-10-10,UCSD Guardian,34,12,19447
http://library.ucsd.edu/ark:/20775/bb27997511,1996-01-08,"January 8, 1996",1996-01-08,UCSD Guardian,41,10,24089
http://library.ucsd.edu/ark:/20775/bb4847674b,2010-04-19,"April 19, 2010",2010-04-19,UCSD Guardian,19,28,16553
http://library.ucsd.edu/ark:/20775/bb5837321z,1991-02-11,"February 11, 1991",1991-02-11,UCSD Guardian,42,4,21452
http://library.ucsd.edu/ark:/20775/bb3823650k,1990-11-09,"November 9, 1990",1990-11-09,UCSD Guardian,65,13,22178
http://library.ucsd.edu/ark:/20775/bb84658165,2014-11-17,"November 17, 2014",2014-11-17,UCSD Guardian,12,5,12731
http://library.ucsd.edu/ark:/20775/bb14004207,1980-03-06,"March 6, 1980",1980-03-06,Daily Guardian,34,3,9138
http://library.ucsd.edu/ark:/20775/bb5837322g,1974-04-12,"April 12, 1974",1974-04-12,Triton Times,28,19,13604
http://library.ucsd.edu/ark:/20775/bb3687619j,2014-03-06,"March 6, 2014",2014-03-06,UCSD Guardian,9,10,13112
http://library.ucsd.edu/ark:/20775/bb3312189x,2014-12-04,"December 4, 2014",2014-12-04,UCSD Guardian,3,8,12320
http://library.ucsd.edu/ark:/20775/bb2356062r,1988-01-28,"January 28, 1988",1988-01-28,UCSD Guardian,25,10,19238
http://library.ucsd.edu/ark:/20775/bb43015944,2010-05-06,"May 6, 2010",2010-05-06,UCSD Guardian,22,7,13930
http://library.ucsd.edu/ark:/20775/bb8362939j,1987-01-20,"January 20, 1987",1987-01-20,UCSD Guardian,58,13,22007
http://library.ucsd.edu/ark:/20775/bb3789518r,1996-02-27,"February 27, 1996",1996-02-27,UCSD Guardian,66,2,23561
http://library.ucsd.edu/ark:/20775/bb7202517t,1977-01-26,"January 26, 1977",1977-01-26,Triton Times,25,1,10963
http://library.ucsd.edu/ark:/20775/bb2253674c,1976-10-06,"October 6, 1976",1976-10-06,Triton Times,28,13,9102
http://library.ucsd.edu/ark:/20775/bb94897190,2014-04-28,"April 28, 2014",2014-04-28,UCSD Guardian,4,3,12932
http://library.ucsd.edu/ark:/20775/bb3243602w,2012-04-05,"April 5, 2012",2012-04-05,UCSD Guardian,17,17,11223
http://library.ucsd.edu/ark:/20775/bb14345472,1979-04-20,"April 20, 1979",1979-04-20,Guardian,59,3,14993
http://library.ucsd.edu/ark:/20775/bb9864661c,2002-11-04,"November 4, 2002",2002-11-04,UCSD Guardian,42,22,21306
http://library.ucsd.edu/ark:/20775/bb1059123p,1982-01-11,"January 11, 1982",1982-01-11,UCSD Guardian,73,4,18839
http://library.ucsd.edu/ark:/20775/bb02058753,1983-10-31,"October 31, 1983",1983-10-31,UCSD Guardian,48,1,22165
http://library.ucsd.edu/ark:/20775/bb92844505,1980-11-13,"November 13, 1980",1980-11-13,Daily Guardian,25,3,8913
http://library.ucsd.edu/ark:/20775/bb1434546j,1975-10-20,"October 20, 1975",1975-10-20,Triton Times,29,2,13084
http://library.ucsd.edu/ark:/20775/bb2253673v,1975-01-15,"January 15, 1975",1975-01-15,Triton Times,30,2,13095
http://library.ucsd.edu/ark:/20775/bb3857781s,1981-01-12,"January 12, 1981",1981-01-12,The Guardian,35,1,18147
